Season,Characters
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,David Costabile as Gale Boetticher
Season_4,Jeremiah Bitsui as Victor
Season_4,Lavell Crawford as Huell
Season_4,Tina Parker as Francesca
Season_4,John Lawlor as Locksmith
Season_4,John Barbour as Neighbor
Season_4,Victoria Aultman as Waitress
Season_4,Rodger Larance as Cab Driver
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring (credit only)
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,Jim Beaver as Lawson
Season_4,Matt Jones as Badger
Season_4,Emily Rios as Andrea Cantillo
Season_4,Charles Baker as Skinny Pete
Season_4,Marius Stan as Bogdan
Season_4,Ray Campbell as Tyrus
Season_4,Tank Jones as Chuck
Season_4,Ian Posada as Brock
Season_4,John Christopher Hicks as Biker
Season_4,Jefferson Arca as Delivery Man
Season_4,Sarah Minnich as Party Girl
Season_4,David Robinson as Commercial Voice Over
Season_4,Martin Palmer as CarWash Patron
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr. (credit only)
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring (credit only)
Season_4,Jonathan Banks as Mike Ehrmantraut (credit only)
Season_4,Nigel Gibbs as APD Detective Tim Roberts
Season_4,Jennifer Hasty as Stephanie Doswell
Season_4,Bill Burr as Patrick Kuby
Season_4,Jeremy Howard as Sketchy
Season_4,Marius Stan as Bogdan
Season_4,Lavell Crawford as Huell
Season_4,Ray Campbell as Tyrus
Season_4,Ralph Alderman as First Realtor
Season_4,Delana Michaels as Female Homeowner
Season_4,Jonathan Richards as Male Homeowner
Season_4,Stephen Braddock as Partygoer
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,David Costabile as Gale Boetticher
Season_4,Jeremy Howard as Sketchy
Season_4,Ray Campbell as Tyrus
Season_4,Frank Andrade as Tweaker Thief
Season_4,Paul Neis as Support Group Leader
Season_4,Brittany Gustin as Morning After Girl
Season_4,Anthony Molinari as Gunman #1
Season_4,Marco Morales as Gunman #2
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman (credit only)
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,Nigel Gibbs as APD Detective Tim Roberts
Season_4,Ray Campbell as Tyrus
Season_4,Ashley Kajiki as Pollos Manager
Season_4,Rutherford Cravens as Mortgage Broker
Season_4,Unknown actress as Lucy
Season_4,Anthony Martins as Banger #1
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader (credit only)
Season_4,Betsy Brandt as Marie Schrader (credit only)
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman (credit only)
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,Maurice Compte as Gaff
Season_4,Damon Herriman as Scary Skell
Season_4,Blake Berris as Tucker
Season_4,Ray Campbell as Tyrus
Season_4,Marius Stan as Bogdan
Season_4,Jason Hill as Truck Guard #1
Season_4,Henry Herman as Truck Guard #2
Season_4,Luis Pimber as Cartel Henchman
Season_4,Celia Holguin Anaya as Laundry Woman #1
Season_4,Maria L. Pardo as Laundry Woman #2
Season_4,Veronica Jaquez as Laundry Woman #3
Season_4,Andrea Good as Laundry Worker
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,David Costabile as Gale Boetticher
Season_4,Steven Michael Quezada as Steven Gomez
Season_4,Jere Burns as Group Leader
Season_4,Michael Shamus Wiles as ASAC George Merkert
Season_4,Maurice Compte as Gaff
Season_4,Fran Martone as Colleen
Season_4,"Michael ""Yak"" Oliva as Support Group Member"
Season_4,Keith Meriweather as Mike's Security Team #1
Season_4,Eric Steinig as Mike's Security Team #2
Season_4,Luis Pimber as Cartel Henchman
Season_4,Jason Byrd as Ben
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,Mark Margolis as Hector Salamanca
Season_4,Steven Michael Quezada as Steven Gomez
Season_4,Emily Rios as Andrea Cantillo
Season_4,Michael Shamus Wiles as ASAC George Merkert
Season_4,Javier Grajeda as Juan Bolsa
Season_4,Nigel Gibbs as APD Detective Tim Roberts
Season_4,James Martinez as Max Arciniega
Season_4,Steven Bauer as Don Eladio Vuente
Season_4,Lavell Crawford as Huell
Season_4,Ian Posada as Brock
Season_4,Michael Sheets as Cancer Patient
Season_4,Daniel Moncada as Leonel Salamanca (archive footage)
Season_4,Michael R. Tafoya as Restaurant Patron
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr. (credit only)
Season_4,Bob Odenkirk as Saul Goodman (credit only)
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,Christopher Cousins as Ted Beneke
Season_4,Maurice Compte as Gaff
Season_4,Rob Brownstein as CID Special Agent James Picarus
Season_4,Ray Campbell as Tyrus
Season_4,Scott Sharot as Car Wash Customer
Season_4,Eric Steinig as Mike's Security Team Member
Season_4,Christopher King as Chris Mara
Season_4,Richard Barela as Carwash Customer
Season_4,Viola Valdez as Carwash Customer
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader (credit only)
Season_4,Betsy Brandt as Marie Schrader (credit only)
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,Christopher Cousins as Ted Beneke
Season_4,Maurice Compte as Gaff
Season_4,Carlo Rota as Benicio Fuentes
Season_4,Steven Bauer as Don Eladio Vuente
Season_4,Ray Campbell as Tyrus
Season_4,Tina Parker as Francesca (voice only)
Season_4,Rick Ortega as Waiter
Season_4,Stephen A. Eiland as Miguel
Season_4,Amanda Fresquez as Sexy Cartel Girl
Season_4,Michelle Greathouse as Amber
Season_4,Tenaya Torres as Female Employee
Season_4,Gabriel Nunez as Joaquin Salamanca
Season_4,Unknown actor as Don Paco
Season_4,Unknown actor as Don Cesar
Season_4,Unknown actor as Don Renaldo
Season_4,Unknown actor as Don Artuno
Season_4,Unknown actor as Don Cisco
Season_4,Unknown actor as Don Luis
Season_4,Unknown actor as Don Escalada
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut
Season_4,Mark Margolis as Hector Salamanca
Season_4,Christopher Cousins as Ted Beneke
Season_4,Emily Rios as Andrea Cantillo
Season_4,Bill Burr as Patrick Kuby
Season_4,JB Blanc as Barry Goodman
Season_4,Ray Campbell as Tyrus
Season_4,Lavell Crawford as Huell
Season_4,Tina Parker as Francesca
Season_4,Ian Posada as Brock
Season_4,Christopher King as Chris Mara
Season_4,Grizelda Quintana as Car Wash Attendant
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut (credit only)
Season_4,Steven Michael Quezada as Steven Gomez
Season_4,Emily Rios as Andrea Cantillo
Season_4,Ray Campbell as Tyrus Kitt
Season_4,Mike Batayeh as Dennis Markowski
Season_4,Lavell Crawford as Huell
Season_4,Tina Parker as Francesca
Season_4,Ian Posada as Brock
Season_4,Virginia Montero as Grandma
Season_4,T.C. Warner as Pediatric Nurse
Season_4,Matt Berlin as DEA Agent
Season_4,Mike Valverde as Dog Handler
Season_4,Christopher King as Chris Mara
Season_4,Bryan Cranston as Walter White
Season_4,Anna Gunn as Skyler White
Season_4,Aaron Paul as Jesse Pinkman
Season_4,Dean Norris as Hank Schrader
Season_4,Betsy Brandt as Marie Schrader
Season_4,RJ Mitte as Walter White Jr.
Season_4,Bob Odenkirk as Saul Goodman
Season_4,Giancarlo Esposito as Gustavo Fring
Season_4,Jonathan Banks as Mike Ehrmantraut (credit only)
Season_4,Mark Margolis as Hector Salamanca
Season_4,Steven Michael Quezada as Steven Gomez
Season_4,Michael Shamus Wiles as ASAC George Merkert
Season_4,Ray Campbell as Tyrus Kitt
Season_4,Myra Turley as Caregiver
Season_4,Gonzalo Menendez as Detective Kalanchoe
Season_4,Tina Parker as Francesca
Season_4,Jason Douglas as Detective Munn
Season_4,Matt Berlin as DEA Agent
Season_4,Kevin Wiggins as Gus' Operative
Season_4,Augusta Meyers as News Reporter
Season_4,Lorenzita Anaya as Little Old Lady
Season_4,Marty Smith as Bingo Caller
Season_4,Erica Viking as Radio DJ #1
Season_4,Steve Ruiz as Radio DJ #2
Season_4,Robert Sanchez as Harry Lipenstein
Season_4,Christopher King as Chris Mara
Season_4,Gail Gilligan as Rebecca Simmons
Season_4,Ricardo Andres as Hospital Patient
Season_4,J.T. Richardson as as DEA Agent
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader
Season_5A,Betsy Brandt as Marie Schrader (credit only)
Season_5A,RJ Mitte as Walter White Jr.
Season_5A,Bob Odenkirk as Saul Goodman
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Christopher Cousins as Ted Beneke
Season_5A,Steven Michael Quezada as Steven Gomez
Season_5A,Jim Beaver as Lawson
Season_5A,Larry Hankin as Old Joe
Season_5A,JB Blanc as Barry Goodman
Season_5A,James Harris as Duty Officer
Season_5A,Monique Candelaria as Waitress
Season_5A,Gail Starr as Nurse
Season_5A,Breanna Perera as Woman in Denny's
Season_5A,Todd Sopher as Magnet Guy #2
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader
Season_5A,Betsy Brandt as Marie Schrader (credit only)
Season_5A,RJ Mitte as Walter White Jr.
Season_5A,Bob Odenkirk as Saul Goodman
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Laura Fraser as Lydia Rodarte-Quayle
Season_5A,Steven Michael Quezada as Steven Gomez
Season_5A,Michael Shamus Wiles as ASAC George Merket
Season_5A,Norbert Weisser as Peter Schuler
Season_5A,Wolf Muser as Mr. Herzog
Season_5A,Carrington Vilmont as Chief Food Technician
Season_5A,James Ning as Chow
Season_5A,Kaija Roze Bales as Kaylee
Season_5A,Christopher King as Chris
Season_5A,Norma Maldonado as Nanny
Season_5A,Debrianna Mansini as Waitress
Season_5A,Trine Christensen as Secretary
Season_5A,Mathias Kaesebier as Lawyer
Season_5A,Brennan Foster as Detective
Season_5A,Lillian Presley Leyba as Kiira
Season_5A,Frank Sandoval as DEA Agent
Season_5A,Ryan Schaefer as Madrigal Suit
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader (credit only)
Season_5A,Betsy Brandt as Marie Schrader
Season_5A,RJ Mitte as Walter White Jr.
Season_5A,Bob Odenkirk as Saul Goodman
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Matt Jones as Badger
Season_5A,Emily Rios as Andrea Cantillo
Season_5A,Jesse Plemons as Todd Alquist
Season_5A,Mike Batayeh as Dennis Markowski
Season_5A,Franc Ross as Ira
Season_5A,Charles Baker as Skinny Pete
Season_5A,Lavell Crawford as Huell Babineaux
Season_5A,Ian Posada as Brock
Season_5A,Joshua Gomez as Sandor
Season_5A,Miguel Martinez as Fernando
Season_5A,Chris Freihofer as Defense Attorney
Season_5A,Kristin Hansen as Deputy
Season_5A,Alex Knight as Salesman
Season_5A,Michael Ostroski as Homeowner
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader
Season_5A,Betsy Brandt as Marie Schrader
Season_5A,RJ Mitte as Walter White Jr.
Season_5A,Bob Odenkirk as Saul Goodman (credit only)
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Laura Fraser as Lydia Rodarte-Quayle
Season_5A,Steven Michael Quezada as Steven Gomez
Season_5A,Todd Terry as S.A.C. Ramey
Season_5A,Russ Dillen as Ron
Season_5A,Melissa McCurley as Secretary
Season_5A,John Ashton as Mechanic
Season_5A,Harona Ceesay as Warehouse Worker
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader
Season_5A,Betsy Brandt as Marie Schrader
Season_5A,RJ Mitte as Walter White Jr.
Season_5A,Bob Odenkirk as Saul Goodman (credit only)
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Laura Fraser as Lydia Rodarte-Quayle
Season_5A,Jesse Plemons as Todd Alquist
Season_5A,Steven Michael Quezada as Steven Gomez
Season_5A,Bill Burr as Patrick Kuby
Season_5A,Jamie McShane as Wallace
Season_5A,Myk Watford as Engineer
Season_5A,Joshua Gomez as Sandor
Season_5A,Miguel Martinez as Fernando
Season_5A,Mary Sue Evans as Janice
Season_5A,Samuel Webb as Boy
Season_5A,Ryan Begay as Good Samaritan
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader
Season_5A,Betsy Brandt as Marie Schrader
Season_5A,RJ Mitte as Walter White Jr. (credit only)
Season_5A,Bob Odenkirk as Saul Goodman
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Jesse Plemons as Todd Alquist
Season_5A,Steven Michael Quezada as Steven Gomez
Season_5A,Louis Ferreira as Declan
Season_5A,Kaija Roze Bales as Kaylee
Season_5A,Samuel Webb as Dirt Bike Boy
Season_5A,Morse Bicknell as Declan's Driver
Season_5A,Phil Duran as DEA Agent
Season_5A,Antoinette Antonio as TV Reporter
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader
Season_5A,Betsy Brandt as Marie Schrader (credit only)
Season_5A,RJ Mitte as Walter White Jr. (credit only)
Season_5A,Bob Odenkirk as Saul Goodman
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Jesse Plemons as Todd Alquist
Season_5A,Steven Michael Quezada as Steven Gomez
Season_5A,Louis Ferreira as Declan
Season_5A,Todd Terry as SAC Ramey
Season_5A,Kaija Roze Bales as Kaylee
Season_5A,Chris Freihofer as Dan Wachsberger
Season_5A,Kathleen Brady as Dorothy
Season_5A,Morse Bicknell as Declan's Driver
Season_5A,Phillip Hart as DEA Agent
Season_5A,Bill Peterson as Senior DEA Agent
Season_5A,Cruz Taylor as Airport Traveler
Season_5A,Bryan Cranston as Walter White
Season_5A,Anna Gunn as Skyler White
Season_5A,Aaron Paul as Jesse Pinkman
Season_5A,Dean Norris as Hank Schrader
Season_5A,Betsy Brandt as Marie Schrader
Season_5A,RJ Mitte as Walter White Jr.
Season_5A,Bob Odenkirk as Saul Goodman
Season_5A,Jonathan Banks as Mike Ehrmantraut
Season_5A,Laura Fraser as Lydia Rodarte-Quayle
Season_5A,Jesse Plemons as Todd Alquist
Season_5A,Steven Michael Quezada as Steven Gomez
Season_5A,Michael Bowen as Jack Welker
Season_5A,Kevin Rankin as Kenny
Season_5A,Mike Batayeh as Dennis Markowski
Season_5A,Chris Freihofer as Dan Wachsberger
Season_5A,Morse Bicknell as Declan's Driver
Season_5A,Russ Dillen as Ron
Season_5A,Antoinette Antonio as TV Reporter
Season_5A,Patrick Sane as Gang Guy
Season_5A,Scott Ward as Public Defender
Season_5A,Craig Nigh as Asst. US Attorney
Season_5A,Michael E. Stogner as Prison Guard
Season_5A,Tommy Goodwin as Prison Inmate
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr.
Season_5B,Bob Odenkirk as Saul Goodman
Season_5B,Laura Fraser as Lydia Rodarte-Quayle
Season_5B,Jesse Plemons as Todd Alquist (credit only)
Season_5B,Matt Jones as Badger
Season_5B,Charles Baker as Skinny Pete
Season_5B,Lavell Crawford as Huell Babineaux
Season_5B,Tina Parker as Francesca
Season_5B,Pedro García as Mariano
Season_5B,Cheryl Ford-Mente as Carol
Season_5B,Debi Parker as Min-Ye
Season_5B,Chad Brummett as DEA Agent Artie
Season_5B,Joe Nemmers as DEA Agent Scott
Season_5B,Wayne Dehart as Homeless Man
Season_5B,Brett Shane Cooley as Homeowner
Season_5B,Ray Chavez as Skater
Season_5B,Taber Cross as Neighbor
Season_5B,Jyl Murray as Car Wash Patron
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr. (credit only)
Season_5B,Bob Odenkirk as Saul Goodman
Season_5B,Laura Fraser as Lydia Rodarte-Quayle
Season_5B,Jesse Plemons as Todd Alquist
Season_5B,Steven Michael Quezada as Steven Gomez
Season_5B,Bill Burr as Patrick Kuby
Season_5B,Lavell Crawford as Huell Babineaux
Season_5B,Louis Ferreira as Declan
Season_5B,Michael Bowen as Jack Welker
Season_5B,Kevin Rankin as Kenny
Season_5B,Gonzalo Menendez as Detective Kalanchoe
Season_5B,Jason Douglas as Detective Munn
Season_5B,Morse Bicknell as Declan's Driver
Season_5B,Pedro García as Mariano
Season_5B,Victoria Lease as DEA Agent
Season_5B,Patrick Sane as Frankie
Season_5B,Tait Fletcher as Lester
Season_5B,Matthew T. Metzler as Matt
Season_5B,Mark Vasconcellos as Jack's Henchman
Season_5B,Michael Davis as Old Man
Season_5B,Kevin Owen McDonald as Meth Cook
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr.
Season_5B,Bob Odenkirk as Saul Goodman
Season_5B,Laura Fraser as Lydia Rodarte-Quayle (credit only)
Season_5B,Jesse Plemons as Todd Alquist
Season_5B,Steven Michael Quezada as Steven Gomez
Season_5B,Lavell Crawford as Huell Babineaux
Season_5B,Michael Bowen as Jack Welker
Season_5B,Kevin Rankin as Kenny
Season_5B,Gonzalo Menendez as Detective Kalanchoe
Season_5B,Guy Wilson as Trent
Season_5B,Tina Parker as Francesca
Season_5B,Jason Douglas as Detective Munn
Season_5B,Mary Sue Evans as Janice
Season_5B,Millard Drexler as Customer
Season_5B,Caroline Patz as Waitress
Season_5B,Unknown actor as Ed Galbraith
Season_5B,Jon McGarrah as Garduño's Diner
Season_5B,Louise Stange-Wahl as Restaurant Patron
Season_5B,Michael Stone	as Car Wash Customer
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr.
Season_5B,Bob Odenkirk as Saul Goodman
Season_5B,Laura Fraser as Lydia Rodarte-Quayle (credit only)
Season_5B,Jesse Plemons as Todd Alquist (credit only)
Season_5B,Steven Michael Quezada as Steven Gomez
Season_5B,Bill Burr as Patrick Kuby
Season_5B,Lavell Crawford as Huell Babineaux
Season_5B,Bruce McKenzie as Dave
Season_5B,Wray Crawford as Locksmith
Season_5B,Manny Rey as Carpet Cleaner
Season_5B,Rafael Herrera as Carpet Cleaner #2
Season_5B,Sachie Capitani as Kid
Season_5B,Jack Burning as Homeless Man
Season_5B,Chester Gayao as Businessman
Season_5B,Holly Pinnell as Homeless Man's Wife
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr.
Season_5B,Bob Odenkirk as Saul Goodman
Season_5B,Laura Fraser as Lydia Rodarte-Quayle
Season_5B,Jesse Plemons as Todd Alquist
Season_5B,Steven Michael Quezada as Steven Gomez
Season_5B,Emily Rios as Andrea Cantillo
Season_5B,Lavell Crawford as Huell Babineaux
Season_5B,Michael Bowen as Jack Welker
Season_5B,Kevin Rankin as Kenny
Season_5B,Ian Posada as Brock
Season_5B,Patrick Sane as Frankie
Season_5B,Tait Fletcher as Lester
Season_5B,Matthew T. Metzler as Matt
Season_5B,Phil Duran as Agent Van Oster
Season_5B,Merritt Glover as Customer
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr.
Season_5B,Bob Odenkirk as Saul Goodman (credit only)
Season_5B,Laura Fraser as Lydia Rodarte-Quayle (credit only)
Season_5B,Jesse Plemons as Todd Alquist
Season_5B,Steven Michael Quezada as Steven Gomez
Season_5B,Michael Bowen as Jack Welker
Season_5B,Kevin Rankin as Kenny
Season_5B,Patrick Sane as Frankie
Season_5B,Tait Fletcher as Lester
Season_5B,Matthew T. Metzler as Matt
Season_5B,Saginaw Grant as Native American Man
Season_5B,Hank Rogerson as Detective #1
Season_5B,Billy Lockwood as Detective # 2
Season_5B,Patricio Delgado as Cop #1
Season_5B,Carlos Telles as Cop # 2
Season_5B,Noah Segan as Fireman
Season_5B,Unknown actor as Ed Galbraith
Season_5B,Rodger Larance as Diner Patron
Season_5B,Noah Segan as Fireman
Season_5B,Moira Walley-Beckett as Car Wash Customer
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader (voice only)
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr.
Season_5B,Bob Odenkirk as Saul Goodman
Season_5B,Laura Fraser as Lydia Rodarte-Quayle
Season_5B,Jesse Plemons as Todd Alquist
Season_5B,Emily Rios as Andrea Cantillo
Season_5B,Michael Bowen as Jack Welker
Season_5B,Kevin Rankin as Kenny
Season_5B,Adam Godley as Elliott Schwartz
Season_5B,Jessica Hecht as Gretchen Schwartz
Season_5B,Carmen Serano as Carmen Molina
Season_5B,Brennan Brown as US Attorney
Season_5B,Eric Price as Skyler's lawyer
Season_5B,Robert Forster as Ed
Season_5B,Todd Terry as ASAC Ramey
Season_5B,Patrick Sane as Frankie
Season_5B,Tait Fletcher as Lester
Season_5B,Matthew T. Metzler as Matt
Season_5B,Joe Nemmers as DEA Agent Scott
Season_5B,Aaron Wright as Deputy #1
Season_5B,Dave Priemazon as Deputy #2
Season_5B,Julianne Flores as Waitress
Season_5B,William Stafford as Government Lawyer
Season_5B,Deborah Martinez as School Office Worker
Season_5B,Kurt Soderstrom as Bartender
Season_5B,Leslie O'Carroll as Barfly
Season_5B,Charlie Rose as Himself
Season_5B,Bryan Cranston as Walter White
Season_5B,Anna Gunn as Skyler White
Season_5B,Aaron Paul as Jesse Pinkman
Season_5B,Dean Norris as Hank Schrader (archive footage)
Season_5B,Betsy Brandt as Marie Schrader
Season_5B,RJ Mitte as Walter White Jr.
Season_5B,Bob Odenkirk as Saul Goodman (credit only)
Season_5B,Laura Fraser as Lydia Rodarte-Quayle
Season_5B,Jesse Plemons as Todd Alquist
Season_5B,Matt Jones as Badger
Season_5B,Charles Baker as Skinny Pete
Season_5B,Michael Bowen as Jack Welker
Season_5B,Kevin Rankin as Kenny
Season_5B,Adam Godley as Elliott Schwartz
Season_5B,Jessica Hecht as Gretchen Schwartz
Season_5B,Patrick Sane as Frankie
Season_5B,Tait Fletcher as Lester
Season_5B,Matthew T. Metzler as Matt
Season_5B,Alex Gianopoulos as Waiter
Season_5B,Steve Stafford as DEA Agent
Season_5B,Monique Candelaria as Waitress (archive footage)
Season_5B,Rick Anglada as Albuquerque Police Officer
Season_5B,Timothy Holmes as DEA
Season_5B,Steven Michael Quezada as Steven Gomez (archive footage)
Season_5B,Mark Vasconcellos as Jack's Henchman
Season_5B,Melissa Bernstein as Student in bus
